Any,Indicador,Nom_Equipament,Valor,Notes_Dades,Notes_Equipament,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Titularitat,Tipus_Us,Tipus_Equipament,Ambit,Latitud,Longitud
2024,Visites,Biblioteca Gabriel García Márquez,404583,,"Biblioteca inaugurada la primavera de 2022 en substitució de la Biblioteca Sant Martí de Provençals, tancada definitivament el desembre de 2021.",10,Sant Martí,72,Sant Martí de Provençals,Ajuntament de Barcelona,Biblioteques de Barcelona,Biblioteques de Barcelona,Lletres,41.41712,2.200328
2024,Visites,Biblioteca Poblenou - Manuel Arranz,167896,,,10,Sant Martí,68,el Poblenou,Ajuntament de Barcelona,Biblioteques de Barcelona,Biblioteques de Barcelona,Lletres,41.401373426,2.204525705
2024,Visites,Biblioteca Ramon d'Alòs-Moner,22944,,,10,Sant Martí,70,el Besòs i el Maresme,Ajuntament de Barcelona,Biblioteques de Barcelona,Biblioteques de Barcelona,Lletres,41.416309274,2.21148328
2024,Visites,Biblioteca Xavier Benguerel,56732,,,10,Sant Martí,67,la Vila Olímpica del Poblenou,Ajuntament de Barcelona,Biblioteques de Barcelona,Biblioteques de Barcelona,Lletres,41.392407385,2.197710107
2024,Visites,Biblioteca Francesc Candel,113500,,,03,Sants-Montjuïc,13,la Marina de Port,Ajuntament de Barcelona,Biblioteques de Barcelona,Biblioteques de Barcelona,Lletres,41.361777512,2.136276613
2024,Visites,Biblioteca Poble Sec - Francesc Boix,77078,,,03,Sants-Montjuïc,11,el Poble Sec,Ajuntament de Barcelona,Biblioteques de Barcelona,Biblioteques de Barcelona,Lletres,41.373921824,2.164025015
2024,Visites,Biblioteca Vapor Vell,216531,,,03,Sants-Montjuïc,18,Sants,Ajuntament de Barcelona,Biblioteques de Barcelona,Biblioteques de Barcelona,Lletres,41.376897256,2.134733614
2024,Visites,Biblioteca Clarà,61856,,,05,Sarrià-Sant Gervasi,24,les Tres Torres,Ajuntament de Barcelona,Biblioteques de Barcelona,Biblioteques de Barcelona,Lletres,41.399909399,2.129455802
2024,Visites,Biblioteca Collserola - Josep Miracle,33404,,,05,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Ajuntament de Barcelona,Biblioteques de Barcelona,Biblioteques de Barcelona,Lletres,41.415359022,2.1025287
2024,Visites,Biblioteca Sant Gervasi - Joan Maragall,198286,,,05,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Ajuntament de Barcelona,Biblioteques de Barcelona,Biblioteques de Barcelona,Lletres,41.4059495,2.136064
